SECID;INDID;Share;Industry
MAN;33593;MAN33593;Wiring Device Manufacturing
MAN;33599;MAN33599;All Other Electrical Equipmenand ComponenManufacturing
MAN;33611;MAN33611;Automobile and LighDuty Motor Vehicle Manufacturing
MAN;33612;MAN33612;Heavy Duty Truck Manufacturing
MAN;33621;MAN33621;Motor Vehicle Body and Trailer Manufacturing
MAN;33631;MAN33631;Motor Vehicle Gasoline Engine and Engine Parts Manufacturing
MAN;33632;MAN33632;Motor Vehicle Electrical and Electronic EquipmenManufacturing
MAN;33633;MAN33633;Motor Vehicle Steering and Suspension Components (excepSpring) Manufacturing
MAN;33634;MAN33634;Motor Vehicle Brake System Manufacturing
MAN;33635;MAN33635;Motor Vehicle Transmission and Power Train Parts Manufacturing
MAN;33636;MAN33636;Motor Vehicle Seating and Interior Trim Manufacturing
MAN;33637;MAN33637;Motor Vehicle Metal Stamping
MAN;33639;MAN33639;Other Motor Vehicle Parts Manufacturing
MAN;33641;MAN33641;Aerospace Producand Parts Manufacturing
MAN;33651;MAN33651;Railroad Rolling Stock Manufacturing
MAN;33661;MAN33661;Ship and BoaBuilding
MAN;33699;MAN33699;Other Transportation EquipmenManufacturing
MAN;33711;MAN33711;Wood Kitchen Cabineand Countertop Manufacturing
MAN;33712;MAN33712;Household and Institutional Furniture Manufacturing
MAN;33721;MAN33721;Office Furniture (including Fixtures) Manufacturing
MAN;33791;MAN33791;Mattress Manufacturing
MAN;33792;MAN33792;Blind and Shade Manufacturing
MAN;33911;MAN33911;Medical Equipmenand Supplies Manufacturing
MAN;33991;MAN33991;Jewelry and Silverware Manufacturing
MAN;33992;MAN33992;Sporting and Athletic Goods Manufacturing
MAN;33993;MAN33993;Doll- Toy- and Game Manufacturing
MAN;33994;MAN33994;Office Supplies (excepPaper) Manufacturing
MAN;33995;MAN33995;Sign Manufacturing
MAN;33999;MAN33999;All Other Miscellaneous Manufacturing
MAN;311111;MAN311111;Dog and Cat Food Manufacturing 
MAN;311119;MAN311119;Other Animal Food Manufacturing 
MAN;311211;MAN311211;Flour Milling 
MAN;311212;MAN311212;Rice Milling 
MAN;311213;MAN311213;Malt Manufacturing 
MAN;311221;MAN311221;Wet Corn Milling 
MAN;311224;MAN311224;Soybean and Other Oilseed Processing 
MAN;311225;MAN311225;Fats and Oils Refining and Blending 
MAN;311230;MAN311230;Breakfast Cereal Manufacturing
MAN;311313;MAN311313;Beet Sugar Manufacturing 
MAN;311314;MAN311314;Cane Sugar Manufacturing 
MAN;311340;MAN311340;Nonchocolate Confectionery Manufacturing
MAN;311351;MAN311351;Chocolate and Confectionery Manufacturing from Cacao Beans 
MAN;311352;MAN311352;Confectionery Manufacturing from Purchased Chocolate 
MAN;311411;MAN311411;Frozen Fruit- Juice- and Vegetable Manufacturing 
MAN;311412;MAN311412;Frozen Specialty Food Manufacturing 
MAN;311421;MAN311421;Fruit and Vegetable Canning 
MAN;311422;MAN311422;Specialty Canning 
MAN;311423;MAN311423;Dried and Dehydrated Food Manufacturing 
MAN;311511;MAN311511;Fluid Milk Manufacturing 
MAN;311512;MAN311512;Creamery Butter Manufacturing 
MAN;311513;MAN311513;Cheese Manufacturing 
MAN;311514;MAN311514;Dry- Condensed- and Evaporated Dairy Product Manufacturing 
MAN;311520;MAN311520;Ice Cream and Frozen Dessert Manufacturing
MAN;311611;MAN311611;Animal (except Poultry) Slaughtering 
MAN;311612;MAN311612;Meat Processed from Carcasses 
MAN;311613;MAN311613;Rendering and Meat Byproduct Processing 
MAN;311615;MAN311615;Poultry Processing 
MAN;311710;MAN311710;Seafood Product Preparation and Packaging
MAN;311811;MAN311811;Retail Bakeries 
MAN;311812;MAN311812;Commercial Bakeries 
MAN;311813;MAN311813;Frozen Cakes- Pies- and Other Pastries Manufacturing 
MAN;311821;MAN311821;Cookie and Cracker Manufacturing 
MAN;311824;MAN311824;Dry Pasta- Dough- and Flour Mixes Manufacturing from Purchased Flour 
MAN;311830;MAN311830;Tortilla Manufacturing
MAN;311911;MAN311911;Roasted Nuts and Peanut Butter Manufacturing 
MAN;311919;MAN311919;Other Snack Food Manufacturing 
MAN;311920;MAN311920;Coffee and Tea Manufacturing 
MAN;311930;MAN311930;Flavoring Syrup and Concentrate Manufacturing
MAN;311941;MAN311941;Mayonnaise- Dressing- and Other Prepared Sauce Manufacturing 
MAN;311942;MAN311942;Spice and Extract Manufacturing 
MAN;311991;MAN311991;Perishable Prepared Food Manufacturing 
MAN;311999;MAN311999;All Other Miscellaneous Food Manufacturing 
MAN;312111;MAN312111;Soft Drink Manufacturing 
MAN;312112;MAN312112;Bottled Water Manufacturing 
MAN;312113;MAN312113;Ice Manufacturing 
MAN;312120;MAN312120;Breweries
MAN;312130;MAN312130;Wineries 
MAN;312140;MAN312140;Distilleries 
MAN;312230;MAN312230;Tobacco Manufacturing 
MAN;313110;MAN313110;Fiber- Yarn- and Thread Mills 
MAN;313210;MAN313210;Broadwoven Fabric Mills
MAN;313220;MAN313220;Narrow Fabric Mills and Schiffli Machine Embroidery
MAN;313230;MAN313230;Nonwoven Fabric Mills
MAN;313240;MAN313240;Knit Fabric Mills
MAN;313310;MAN313310;Textile and Fabric Finishing Mills 
MAN;313320;MAN313320;Fabric Coating Mills
MAN;314110;MAN314110;Carpet and Rug Mills
MAN;314120;MAN314120;Curtain and Linen Mills
MAN;314910;MAN314910;Textile Bag and Canvas Mills 
MAN;314994;MAN314994;Rope- Cordage- Twine- Tire Cord- and Tire Fabric Mills 
MAN;314999;MAN314999;All Other Miscellaneous Textile Product Mills 
MAN;315110;MAN315110;Hosiery and Sock Mills
MAN;315190;MAN315190;Other Apparel Knitting Mills 
MAN;315210;MAN315210;Cut and Sew Apparel Contractors 
MAN;315220;MAN315220;Men’s and Boys’ Cut and Sew Apparel Manufacturing 
MAN;315240;MAN315240;Women’s- Girls’- and Infants’ Cut and Sew Apparel Manufacturing 
MAN;315280;MAN315280;Other Cut and Sew Apparel Manufacturing 
MAN;315990;MAN315990;Apparel Accessories and Other Apparel Manufacturing 
MAN;316110;MAN316110;Leather and Hide Tanning and Finishing
MAN;316210;MAN316210;Footwear Manufacturing 
MAN;316992;MAN316992;Women's Handbag and Purse Manufacturing 
MAN;316998;MAN316998;All Other Leather Good and Allied Product Manufacturing 
MAN;321113;MAN321113;Sawmills 
MAN;321114;MAN321114;Wood Preservation 
MAN;321211;MAN321211;Hardwood Veneer and Plywood Manufacturing 
MAN;321212;MAN321212;Softwood Veneer and Plywood Manufacturing 
MAN;321213;MAN321213;Engineered Wood Member (except Truss) Manufacturing 
MAN;321214;MAN321214;Truss Manufacturing 
MAN;321219;MAN321219;Reconstituted Wood Product Manufacturing 
MAN;321911;MAN321911;Wood Window and Door Manufacturing 
MAN;321912;MAN321912;Cut Stock- Resawing Lumber- and Planing 
MAN;321918;MAN321918;Other Millwork (including Flooring) 
MAN;321920;MAN321920;Wood Container and Pallet Manufacturing
MAN;321991;MAN321991;Manufactured Home (Mobile Home) Manufacturing 
MAN;321992;MAN321992;Prefabricated Wood Building Manufacturing 
MAN;321999;MAN321999;All Other Miscellaneous Wood Product Manufacturing 
MAN;322110;MAN322110;Pulp Mills 
MAN;322121;MAN322121;Paper (except Newsprint) Mills 
MAN;322122;MAN322122;Newsprint Mills 
MAN;322130;MAN322130;Paperboard Mills 
MAN;322211;MAN322211;Corrugated and Solid Fiber Box Manufacturing 
MAN;322212;MAN322212;Folding Paperboard Box Manufacturing 
MAN;322219;MAN322219;Other Paperboard Container Manufacturing 
MAN;322220;MAN322220;Paper Bag and Coated and Treated Paper Manufacturing
MAN;322230;MAN322230;Stationery Product Manufacturing
MAN;322291;MAN322291;Sanitary Paper Product Manufacturing 
MAN;322299;MAN322299;All Other Converted Paper Product Manufacturing 
MAN;323111;MAN323111;Commercial Printing (except Screen and Books) 
MAN;323113;MAN323113;Commercial Screen Printing 
MAN;323117;MAN323117;Books Printing 
MAN;323120;MAN323120;Support Activities for Printing
MAN;324110;MAN324110;Petroleum Refineries
MAN;324121;MAN324121;Asphalt Paving Mixture and Block Manufacturing 
MAN;324122;MAN324122;Asphalt Shingle and Coating Materials Manufacturing 
MAN;324191;MAN324191;Petroleum Lubricating Oil and Grease Manufacturing 
MAN;324199;MAN324199;All Other Petroleum and Coal Products Manufacturing 
MAN;325110;MAN325110;Petrochemical Manufacturing
MAN;325120;MAN325120;Industrial Gas Manufacturing
MAN;325130;MAN325130;Synthetic Dye and Pigment Manufacturing
MAN;325180;MAN325180;Other Basic Inorganic Chemical Manufacturing 
MAN;325193;MAN325193;Ethyl Alcohol Manufacturing 
MAN;325194;MAN325194;Cyclic Crude- Intermediate- and Gum and Wood Chemical Manufacturing 
MAN;325199;MAN325199;All Other Basic Organic Chemical Manufacturing 
MAN;325211;MAN325211;Plastics Material and Resin Manufacturing 
MAN;325212;MAN325212;Synthetic Rubber Manufacturing 
MAN;325220;MAN325220;Artificial and Synthetic Fibers and Filaments Manufacturing
MAN;325311;MAN325311;Nitrogenous Fertilizer Manufacturing 
MAN;325312;MAN325312;Phosphatic Fertilizer Manufacturing 
MAN;325314;MAN325314;Fertilizer (Mixing Only) Manufacturing 
MAN;325320;MAN325320;Pesticide and Other Agricultural Chemical Manufacturing
MAN;325411;MAN325411;Medicinal and Botanical Manufacturing 
MAN;325412;MAN325412;Pharmaceutical Preparation Manufacturing 
MAN;325413;MAN325413;In-Vitro Diagnostic Substance Manufacturing 
MAN;325414;MAN325414;Biological Product (except Diagnostic) Manufacturing 
MAN;325510;MAN325510;Paint and Coating Manufacturing
MAN;325520;MAN325520;Adhesive Manufacturing
MAN;325611;MAN325611;Soap and Other Detergent Manufacturing 
MAN;325612;MAN325612;Polish and Other Sanitation Good Manufacturing 
MAN;325613;MAN325613;Surface Active Agent Manufacturing 
MAN;325620;MAN325620;Toilet Preparation Manufacturing
MAN;325910;MAN325910;Printing Ink Manufacturing
MAN;325920;MAN325920;Explosives Manufacturing
MAN;325991;MAN325991;Custom Compounding of Purchased Resins 
MAN;325992;MAN325992;Photographic Film- Paper- Plate- and Chemical Manufacturing 
MAN;325998;MAN325998;All Other Miscellaneous Chemical Product and Preparation Manufacturing 
MAN;326111;MAN326111;Plastics Bag and Pouch Manufacturing 
MAN;326112;MAN326112;Plastics Packaging Film and Sheet (including Laminated) Manufacturing 
MAN;326113;MAN326113;Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing 
MAN;326121;MAN326121;Unlaminated Plastics Profile Shape Manufacturing 
MAN;326122;MAN326122;Plastics Pipe and Pipe Fitting Manufacturing 
MAN;326130;MAN326130;Laminated Plastics Plate- Sheet (except Packaging)- and Shape Manufacturing
MAN;326140;MAN326140;Polystyrene Foam Product Manufacturing
MAN;326150;MAN326150;Urethane and Other Foam Product (except Polystyrene) Manufacturing
MAN;326160;MAN326160;Plastics Bottle Manufacturing
MAN;326191;MAN326191;Plastics Plumbing Fixture Manufacturing 
MAN;326199;MAN326199;All Other Plastics Product Manufacturing 
MAN;326211;MAN326211;Tire Manufacturing (except Retreading) 
MAN;326212;MAN326212;Tire Retreading 
MAN;326220;MAN326220;Rubber and Plastics Hoses and Belting Manufacturing
MAN;326291;MAN326291;Rubber Product Manufacturing for Mechanical Use 
MAN;326299;MAN326299;All Other Rubber Product Manufacturing 
MAN;327110;MAN327110;Pottery- Ceramics- and Plumbing Fixture Manufacturing 
MAN;327120;MAN327120;Clay Building Material and Refractories Manufacturing 
MAN;327211;MAN327211;Flat Glass Manufacturing 
MAN;327212;MAN327212;Other Pressed and Blown Glass and Glassware Manufacturing 
MAN;327213;MAN327213;Glass Container Manufacturing 
MAN;327215;MAN327215;Glass Product Manufacturing Made of Purchased Glass 
MAN;327310;MAN327310;Cement Manufacturing
MAN;327320;MAN327320;Ready-Mix Concrete Manufacturing
MAN;327331;MAN327331;Concrete Block and Brick Manufacturing 
MAN;327332;MAN327332;Concrete Pipe Manufacturing 
MAN;327390;MAN327390;Other Concrete Product Manufacturing 
MAN;327410;MAN327410;Lime Manufacturing
MAN;327420;MAN327420;Gypsum Product Manufacturing
MAN;327910;MAN327910;Abrasive Product Manufacturing
MAN;327991;MAN327991;Cut Stone and Stone Product Manufacturing 
MAN;327992;MAN327992;Ground or Treated Mineral and Earth Manufacturing 
MAN;327993;MAN327993;Mineral Wool Manufacturing 
MAN;327999;MAN327999;All Other Miscellaneous Nonmetallic Mineral Product Manufacturing 
MAN;331110;MAN331110;Iron and Steel Mills and Ferroalloy Manufacturing 
MAN;331210;MAN331210;Iron and Steel Pipe and Tube Manufacturing from Purchased Steel
MAN;331221;MAN331221;Rolled Steel Shape Manufacturing 
MAN;331222;MAN331222;Steel Wire Drawing 
MAN;331313;MAN331313;Alumina Refining and Primary Aluminum Production 
MAN;331314;MAN331314;Secondary Smelting and Alloying of Aluminum 
MAN;331315;MAN331315;Aluminum Sheet- Plate- and Foil Manufacturing 
MAN;331318;MAN331318;Other Aluminum Rolling- Drawing- and Extruding 
MAN;331410;MAN331410;Nonferrous Metal (except Aluminum) Smelting and Refining 
MAN;331420;MAN331420;Copper Rolling- Drawing- Extruding- and Alloying
MAN;331491;MAN331491;Nonferrous Metal (except Copper and Aluminum) Rolling- Drawing- and Extruding 
MAN;331492;MAN331492;Secondary Smelting- Refining- and Alloying of Nonferrous Metal (except Copper and Aluminum) 
MAN;331511;MAN331511;Iron Foundries 
MAN;331512;MAN331512;Steel Investment Foundries 
MAN;331513;MAN331513;Steel Foundries (except Investment) 
MAN;331523;MAN331523;Nonferrous Metal Die-Casting Foundries 
MAN;331524;MAN331524;Aluminum Foundries (except Die-Casting) 
MAN;331529;MAN331529;Other Nonferrous Metal Foundries (except Die-Casting) 
MAN;332111;MAN332111;Iron and Steel Forging 
MAN;332112;MAN332112;Nonferrous Forging 
MAN;332114;MAN332114;Custom Roll Forming 
MAN;332117;MAN332117;Powder Metallurgy Part Manufacturing 
MAN;332119;MAN332119;Metal Crown- Closure- and Other Metal Stamping (except Automotive) 
MAN;332215;MAN332215;Metal Kitchen Cookware- Utensil- Cutlery- and Flatware (except Precious) Manufacturing 
MAN;332216;MAN332216;Saw Blade and Handtool Manufacturing 
MAN;332311;MAN332311;Prefabricated Metal Building and Component Manufacturing 
MAN;332312;MAN332312;Fabricated Structural Metal Manufacturing 
MAN;332313;MAN332313;Plate Work Manufacturing 
MAN;332321;MAN332321;Metal Window and Door Manufacturing 
MAN;332322;MAN332322;Sheet Metal Work Manufacturing 
MAN;332323;MAN332323;Ornamental and Architectural Metal Work Manufacturing 
MAN;332410;MAN332410;Power Boiler and Heat Exchanger Manufacturing
MAN;332420;MAN332420;Metal Tank (Heavy Gauge) Manufacturing
MAN;332431;MAN332431;Metal Can Manufacturing 
MAN;332439;MAN332439;Other Metal Container Manufacturing 
MAN;332510;MAN332510;Hardware Manufacturing
MAN;332613;MAN332613;Spring Manufacturing 
MAN;332618;MAN332618;Other Fabricated Wire Product Manufacturing 
MAN;332710;MAN332710;Machine Shops
MAN;332721;MAN332721;Precision Turned Product Manufacturing 
MAN;332722;MAN332722;Bolt- Nut- Screw- Rivet- and Washer Manufacturing 
MAN;332811;MAN332811;Metal Heat Treating 
MAN;332812;MAN332812;Metal Coating- Engraving (except Jewelry and Silverware)- and Allied Services to Manufacturers 
MAN;332813;MAN332813;Electroplating- Plating- Polishing- Anodizing- and Coloring 
MAN;332911;MAN332911;Industrial Valve Manufacturing 
MAN;332912;MAN332912;Fluid Power Valve and Hose Fitting Manufacturing 
MAN;332913;MAN332913;Plumbing Fixture Fitting and Trim Manufacturing 
MAN;332919;MAN332919;Other Metal Valve and Pipe Fitting Manufacturing 
MAN;332991;MAN332991;Ball and Roller Bearing Manufacturing
MAN;332992;MAN332992;Small Arms Ammunition Manufacturing 
MAN;332993;MAN332993;Ammunition (except Small Arms) Manufacturing 
MAN;332994;MAN332994;Small Arms- Ordnance- and Ordnance Accessories Manufacturing 
MAN;332996;MAN332996;Fabricated Pipe and Pipe Fitting Manufacturing 
MAN;332999;MAN332999;All Other Miscellaneous Fabricated Metal Product Manufacturing 
MAN;333111;MAN333111;Farm Machinery and Equipment Manufacturing 
MAN;333112;MAN333112;Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing 
MAN;333120;MAN333120;Construction Machinery Manufacturing
MAN;333131;MAN333131;Mining Machinery and Equipment Manufacturing 
MAN;333132;MAN333132;Oil and Gas Field Machinery and Equipment Manufacturing 
MAN;333241;MAN333241;Food Product Machinery Manufacturing 
MAN;333242;MAN333242;Semiconductor Machinery Manufacturing 
MAN;333243;MAN333243;Sawmill- Woodworking- and Paper Machinery Manufacturing 
MAN;333244;MAN333244;Printing Machinery and Equipment Manufacturing 
MAN;333249;MAN333249;Other Industrial Machinery Manufacturing 
MAN;333314;MAN333314;Optical Instrument and Lens Manufacturing 
MAN;333316;MAN333316;Photographic and Photocopying Equipment Manufacturing 
MAN;333318;MAN333318;Other Commercial and Service Industry Machinery Manufacturing 
MAN;333413;MAN333413;Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing 
MAN;333414;MAN333414;Heating Equipment (except Warm Air Furnaces) Manufacturing 
MAN;333415;MAN333415;Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing 
MAN;333511;MAN333511;Industrial Mold Manufacturing 
MAN;333514;MAN333514;Special Die and Tool- Die Set- Jig- and Fixture Manufacturing 
MAN;333515;MAN333515;Cutting Tool and Machine Tool Accessory Manufacturing 
MAN;333517;MAN333517;Machine Tool Manufacturing 
MAN;333519;MAN333519;Rolling Mill and Other Metalworking Machinery Manufacturing 
MAN;333611;MAN333611;Turbine and Turbine Generator Set Units Manufacturing 
MAN;333612;MAN333612;Speed Changer- Industrial High-Speed Drive- and Gear Manufacturing 
MAN;333613;MAN333613;Mechanical Power Transmission Equipment Manufacturing 
MAN;333618;MAN333618;Other Engine Equipment Manufacturing 
MAN;333912;MAN333912;Air and Gas Compressor Manufacturing 
MAN;333914;MAN333914;Measuring- Dispensing- and Other Pumping Equipment Manufacturing 
MAN;333921;MAN333921;Elevator and Moving Stairway Manufacturing 
MAN;333922;MAN333922;Conveyor and Conveying Equipment Manufacturing 
MAN;333923;MAN333923;Overhead Traveling Crane- Hoist- and Monorail System Manufacturing 
MAN;333924;MAN333924;Industrial Truck- Tractor- Trailer- and Stacker Machinery Manufacturing 
MAN;333991;MAN333991;Power-Driven Handtool Manufacturing 
MAN;333992;MAN333992;Welding and Soldering Equipment Manufacturing 
MAN;333993;MAN333993;Packaging Machinery Manufacturing 
MAN;333994;MAN333994;Industrial Process Furnace and Oven Manufacturing 
MAN;333995;MAN333995;Fluid Power Cylinder and Actuator Manufacturing 
MAN;333996;MAN333996;Fluid Power Pump and Motor Manufacturing 
MAN;333997;MAN333997;Scale and Balance Manufacturing 
MAN;333999;MAN333999;All Other Miscellaneous General Purpose Machinery Manufacturing 
MAN;334111;MAN334111;Electronic Computer Manufacturing 
MAN;334112;MAN334112;Computer Storage Device Manufacturing 
MAN;334118;MAN334118;Computer Terminal and Other Computer Peripheral Equipment Manufacturing 
MAN;334210;MAN334210;Telephone Apparatus Manufacturing
MAN;334220;MAN334220;Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing
MAN;334290;MAN334290;Other Communications Equipment Manufacturing
MAN;334310;MAN334310;Audio and Video Equipment Manufacturing
MAN;334412;MAN334412;Bare Printed Circuit Board Manufacturing  
MAN;334413;MAN334413;Semiconductor and Related Device Manufacturing 
MAN;334416;MAN334416;Capacitor- Resistor- Coil- Transformer- and Other Inductor Manufacturing 
MAN;334417;MAN334417;Electronic Connector Manufacturing 
MAN;334418;MAN334418;Printed Circuit Assembly (Electronic Assembly) Manufacturing 
MAN;334419;MAN334419;Other Electronic Component Manufacturing 
MAN;334510;MAN334510;Electromedical and Electrotherapeutic Apparatus Manufacturing 
MAN;334511;MAN334511;Search- Detection- Navigation- Guidance- Aeronautical- and Nautical System and Instrument Manufacturing 
MAN;334512;MAN334512;Automatic Environmental Control Manufacturing for Residential- Commercial- and Appliance Use 
MAN;334513;MAN334513;Instruments and Related Products Manufacturing for Measuring- Displaying- and Controlling Industrial Process Variables 
MAN;334514;MAN334514;Totalizing Fluid Meter and Counting Device Manufacturing 
MAN;334515;MAN334515;Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals 
MAN;334516;MAN334516;Analytical Laboratory Instrument Manufacturing 
MAN;334517;MAN334517;Irradiation Apparatus Manufacturing 
MAN;334519;MAN334519;Other Measuring and Controlling Device Manufacturing 
MAN;334613;MAN334613;Blank Magnetic and Optical Recording Media Manufacturing 
MAN;334614;MAN334614;Software and Other Prerecorded Compact Disc- Tape- and Record Reproducing 
MAN;335110;MAN335110;Electric Lamp Bulb and Part Manufacturing
MAN;335121;MAN335121;Residential Electric Lighting Fixture Manufacturing 
MAN;335122;MAN335122;Commercial- Industrial- and Institutional Electric Lighting Fixture Manufacturing 
MAN;335129;MAN335129;Other Lighting Equipment Manufacturing 
MAN;335210;MAN335210;Small Electrical Appliance Manufacturing
MAN;335220;MAN335220;Major Household Appliance Manufacturing 
MAN;335311;MAN335311;Power- Distribution- and Specialty Transformer Manufacturing 
MAN;335312;MAN335312;Motor and Generator Manufacturing 
MAN;335313;MAN335313;Switchgear and Switchboard Apparatus Manufacturing 
MAN;335314;MAN335314;Relay and Industrial Control Manufacturing 
MAN;335911;MAN335911;Storage Battery Manufacturing 
MAN;335912;MAN335912;Primary Battery Manufacturing 
MAN;335921;MAN335921;Fiber Optic Cable Manufacturing 
MAN;335929;MAN335929;Other Communication and Energy Wire Manufacturing 
MAN;335931;MAN335931;Current-Carrying Wiring Device Manufacturing 
MAN;335932;MAN335932;Noncurrent-Carrying Wiring Device Manufacturing 
MAN;335991;MAN335991;Carbon and Graphite Product Manufacturing 
MAN;335999;MAN335999;All Other Miscellaneous Electrical Equipment and Component Manufacturing 
MAN;336111;MAN336111;Automobile Manufacturing 
MAN;336112;MAN336112;Light Truck and Utility Vehicle Manufacturing 
MAN;336120;MAN336120;Heavy Duty Truck Manufacturing
MAN;336211;MAN336211;Motor Vehicle Body Manufacturing 
MAN;336212;MAN336212;Truck Trailer Manufacturing 
MAN;336213;MAN336213;Motor Home Manufacturing 
MAN;336214;MAN336214;Travel Trailer and Camper Manufacturing 
MAN;336310;MAN336310;Motor Vehicle Gasoline Engine and Engine Parts Manufacturing
MAN;336320;MAN336320;Motor Vehicle Electrical and Electronic Equipment Manufacturing
MAN;336330;MAN336330;Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing
MAN;336340;MAN336340;Motor Vehicle Brake System Manufacturing
MAN;336350;MAN336350;Motor Vehicle Transmission and Power Train Parts Manufacturing
MAN;336360;MAN336360;Motor Vehicle Seating and Interior Trim Manufacturing
MAN;336370;MAN336370;Motor Vehicle Metal Stamping
MAN;336390;MAN336390;Other Motor Vehicle Parts Manufacturing
MAN;336411;MAN336411;Aircraft Manufacturing 
MAN;336412;MAN336412;Aircraft Engine and Engine Parts Manufacturing 
MAN;336413;MAN336413;Other Aircraft Parts and Auxiliary Equipment Manufacturing 
MAN;336414;MAN336414;Guided Missile and Space Vehicle Manufacturing 
MAN;336415;MAN336415;Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing 
MAN;336419;MAN336419;Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing 
MAN;336510;MAN336510;Railroad Rolling Stock Manufacturing
MAN;336611;MAN336611;Ship Building and Repairing 
MAN;336612;MAN336612;Boat Building 
MAN;336991;MAN336991;Motorcycle- Bicycle- and Parts Manufacturing 
MAN;336992;MAN336992;Military Armored Vehicle- Tank- and Tank Component Manufacturing 
MAN;336999;MAN336999;All Other Transportation Equipment Manufacturing 
MAN;337110;MAN337110;Wood Kitchen Cabinet and Countertop Manufacturing
MAN;337121;MAN337121;Upholstered Household Furniture Manufacturing 
MAN;337122;MAN337122;Nonupholstered Wood Household Furniture Manufacturing 
MAN;337124;MAN337124;Metal Household Furniture Manufacturing 
MAN;337125;MAN337125;Household Furniture (except Wood and Metal) Manufacturing 
MAN;337127;MAN337127;Institutional Furniture Manufacturing 
MAN;337211;MAN337211;Wood Office Furniture Manufacturing 
MAN;337212;MAN337212;Custom Architectural Woodwork and Millwork Manufacturing 
MAN;337214;MAN337214;Office Furniture (except Wood) Manufacturing 
MAN;337215;MAN337215;Showcase- Partition- Shelving- and Locker Manufacturing 
MAN;337910;MAN337910;Mattress Manufacturing
MAN;337920;MAN337920;Blind and Shade Manufacturing
MAN;339112;MAN339112;Surgical and Medical Instrument Manufacturing 
MAN;339113;MAN339113;Surgical Appliance and Supplies Manufacturing 
MAN;339114;MAN339114;Dental Equipment and Supplies Manufacturing 
MAN;339115;MAN339115;Ophthalmic Goods Manufacturing 
MAN;339116;MAN339116;Dental Laboratories 
MAN;339910;MAN339910;Jewelry and Silverware Manufacturing 
MAN;339920;MAN339920;Sporting and Athletic Goods Manufacturing
MAN;339930;MAN339930;Doll- Toy- and Game Manufacturing
MAN;339940;MAN339940;Office Supplies (except Paper) Manufacturing
MAN;339950;MAN339950;Sign Manufacturing
MAN;339991;MAN339991;Gasket- Packing- and Sealing Device Manufacturing 
MAN;339992;MAN339992;Musical Instrument Manufacturing 
MAN;339993;MAN339993;Fastener- Button- Needle- and Pin Manufacturing 
MAN;339994;MAN339994;Broom- Brush- and Mop Manufacturing 
MAN;339995;MAN339995;Burial Casket Manufacturing 
MAN;339999;MAN339999;All Other Miscellaneous Manufacturing 
RET;441;RET441;Motor Vehicle and Parts Dealers 
RET;442;RET442;Furniture and Home Furnishings Stores 
RET;443;RET443;Electronics and Appliance Stores 
RET;444;RET444;Building Material and Garden Equipment and Supplies Dealers 
RET;445;RET445;Food and Beverage Stores 
RET;446;RET446;Health and Personal Care Stores 
RET;447;RET447;Gasoline Stations 
RET;448;RET448;Clothing and Clothing Accessories Stores 
RET;451;RET451;Sporting Goods- Hobby- Musical Instrument- and Book Stores 
RET;452;RET452;General Merchandise Stores 
RET;453;RET453;Miscellaneous Store Retailers 
RET;454;RET454;Nonstore Retailers 
RET;4411;RET4411;Automobile Dealers 
RET;4412;RET4412;Other Motor Vehicle Dealers 
RET;4413;RET4413;Automotive Parts- Accessories- and Tire Stores 
RET;4421;RET4421;Furniture Stores 
RET;4422;RET4422;Home Furnishings Stores 
RET;4431;RET4431;Electronics and Appliance Stores 
RET;4441;RET4441;Building Material and Supplies Dealers 
RET;4442;RET4442;Lawn and Garden Equipment and Supplies Stores 
RET;4451;RET4451;Grocery Stores 
RET;4452;RET4452;Specialty Food Stores 
RET;4453;RET4453;Beer- Wine- and Liquor Stores 
RET;4461;RET4461;Health and Personal Care Stores 
RET;4471;RET4471;Gasoline Stations 
RET;4481;RET4481;Clothing Stores 
RET;4482;RET4482;Shoe Stores 
RET;4483;RET4483;Jewelry- Luggage- and Leather Goods Stores 
RET;4511;RET4511;Sporting Goods- Hobby- and Musical Instrument Stores 
RET;4512;RET4512;Book Stores and News Dealers 
RET;4522;RET4522;Department Stores 
RET;4523;RET4523;General Merchandise Stores- including Warehouse Clubs and Supercenters 
RET;4531;RET4531;Florists 
RET;4532;RET4532;Office Supplies- Stationery- and Gift Stores 
RET;4533;RET4533;Used Merchandise Stores 
RET;4539;RET4539;Other Miscellaneous Store Retailers 
RET;4541;RET4541;Electronic Shopping and Mail-Order Houses 
RET;4542;RET4542;Vending Machine Operators 
RET;4543;RET4543;Direct Selling Establishments 
RET;44111;RET44111;New Car Dealers 
RET;44112;RET44112;Used Car Dealers 
RET;44121;RET44121;Recreational Vehicle Dealers 
RET;44122;RET44122;Motorcycle- Boat- and Other Motor Vehicle Dealers 
RET;44131;RET44131;Automotive Parts and Accessories Stores 
